Unnamed: 0,tags,value,series_id
10950,authorizedParticipantLei,549300ZM16HMPEPNV857,S000071770
10951,authorizedParticipantPurchaseValue,78019430.80000000,S000071770
10952,authorizedParticipantRedeemValue,133275379.50000000,S000071770
10953,isCollateralRequired,Y,S000071770
10954,creationUnitNumOfShares,100000.00000000,S000071770
10955,averagePercentagePurchased,24.80863636,S000071770
10956,standardDeviationPurchased,1.51631219,S000071770
10957,creationUnitPurchasedInKind,75.19136363,S000071770
10958,creationUnitPurchasedSDInKind,1.51631219,S000071770
10959,averagePercentageRedeemed,24.51333333,S000071770
10960,percentSDRedeemed,0.41456804,S000071770
10961,creationUnitPercentageRedeemedInKind,75.48666666,S000071770
10962,creationUnitSDRedeemedInKind,0.41456804,S000071770
10963,creationUnitTransactionFeePerUnit,0.00000000,S000071770
10964,creationUnitTransactionFeeManyUnits,799.29045000,S000071770
10965,creationUnitTransactionFeePercentagePerUnit,0.01108914,S000071770
10966,creationUnitTransactionFeeCashPerUnit,0.00000000,S000071770
10967,creationUnitTransactionFeeCashManyUnits,799.29045000,S000071770
10968,creationUnitTransactionFeeCashPercentagePerUnit,0.04448853,S000071770
10969,purchaseCreationUnitDollarPerUnit,0.00000000,S000071770
10970,purchaseCreationUnitDollarPerMoreUnits,775.00000000,S000071770
10971,purchaseCreationUnitDollarPercentagePerUnit,0.00247624,S000071770
10972,purchaseCreationUnitCashPerUnit,0.00000000,S000071770
10973,purchaseCreationUnitCashPerMoreUnits,775.00000000,S000071770
10974,purchaseCreationUnitCashPercentagePerUnit,0.01009970,S000071770
10975,isInKindETF,N,S000071770
10976,fundName,iShares Core U.S. Aggregate Bond ETF,S000071770
10977,etfSeriesId,S000004362,S000071770
10978,fundExchange,ARCX,S000071770
10979,fundsTickerSymbol,AGG,S000071770
10980,authorizedParticipantName,Virtu Americas LLC,S000071770
10981,authorizedParticipantFileNo,8-68193,S000071770
10982,authorizedParticipantCrdNo,000149823,S000071770
10983,authorizedParticipantLei,549300RA02N3BNSWBV74,S000071770
10984,authorizedParticipantPurchaseValue,0.00000000,S000071770
10985,authorizedParticipantRedeemValue,0.00000000,S000071770
10986,authorizedParticipantName,"Cowen and Company, LLC",S000071770
10987,authorizedParticipantFileNo,8-22522,S000071770
10988,authorizedParticipantCrdNo,000007616,S000071770
10989,authorizedParticipantLei,549300WR155U7DVMIW58,S000071770
10990,authorizedParticipantPurchaseValue,0.00000000,S000071770
10991,authorizedParticipantRedeemValue,0.00000000,S000071770
10992,authorizedParticipantName,Merrill Lynch Professional Clearing Corp.,S000071770
10993,authorizedParticipantFileNo,8-33359,S000071770
10994,authorizedParticipantCrdNo,000016139,S000071770
10995,authorizedParticipantLei,549300PMHS66E71I2D34,S000071770
10996,authorizedParticipantPurchaseValue,2316057234.70000000,S000071770
10997,authorizedParticipantRedeemValue,50757383.50000000,S000071770
10998,authorizedParticipantName,Barclays Capital Inc.,S000071770
10999,authorizedParticipantFileNo,8-41342,S000071770
11000,authorizedParticipantCrdNo,000019714,S000071770
11001,authorizedParticipantLei,AC28XWWI3WIBK2824319,S000071770
11002,authorizedParticipantPurchaseValue,0.00000000,S000071770
11003,authorizedParticipantRedeemValue,0.00000000,S000071770
11004,authorizedParticipantName,Macquarie Capital (USA) Inc.,S000071770
11005,authorizedParticipantFileNo,8-47198,S000071770
11006,authorizedParticipantCrdNo,000036368,S000071770
11007,authorizedParticipantLei,549300670K07JRB5UQ40,S000071770
11008,authorizedParticipantPurchaseValue,0.00000000,S000071770
11009,authorizedParticipantRedeemValue,0.00000000,S000071770
11010,authorizedParticipantName,Mirae Asset Securities (USA) Inc.,S000071770
11011,authorizedParticipantFileNo,8-45034,S000071770
11012,authorizedParticipantCrdNo,000030679,S000071770
11013,authorizedParticipantLei,25490087B4GFZLJZE912,S000071770
11014,authorizedParticipantPurchaseValue,0.00000000,S000071770
11015,authorizedParticipantRedeemValue,0.00000000,S000071770
11016,authorizedParticipantName,HSBC Securities (USA) Inc.,S000071770
11017,authorizedParticipantFileNo,8-41562,S000071770
11018,authorizedParticipantCrdNo,000019585,S000071770
11019,authorizedParticipantLei,CYYGQCGNHMHPSMRL3R97,S000071770
11020,authorizedParticipantPurchaseValue,0.00000000,S000071770
11021,authorizedParticipantRedeemValue,0.00000000,S000071770
11022,authorizedParticipantName,J.P. Morgan Securities LLC,S000071770
11023,authorizedParticipantFileNo,8-35008,S000071770
11024,authorizedParticipantCrdNo,000000079,S000071770
11025,authorizedParticipantLei,ZBUT11V806EZRVTWT807,S000071770
11026,authorizedParticipantPurchaseValue,49062469.50000000,S000071770
11027,authorizedParticipantRedeemValue,0.00000000,S000071770
11028,authorizedParticipantName,Natixis Securities Americas LLC,S000071770
11029,authorizedParticipantFileNo,8-719,S000071770
11030,authorizedParticipantCrdNo,000001101,S000071770
11031,authorizedParticipantLei,549300L8G1E7ZHVEOG75,S000071770
11032,authorizedParticipantPurchaseValue,0.00000000,S000071770
11033,authorizedParticipantRedeemValue,0.00000000,S000071770
11034,authorizedParticipantName,ABN AMRO Clearing USA LLC,S000071770
11035,authorizedParticipantFileNo,8-34354,S000071770
11036,authorizedParticipantCrdNo,000014020,S000071770
11037,authorizedParticipantLei,549300U16G4LU3V6C598,S000071770
11038,authorizedParticipantPurchaseValue,0.00000000,S000071770
11039,authorizedParticipantRedeemValue,0.00000000,S000071770
11040,authorizedParticipantName,Wedbush Securities Inc.,S000071770
11041,authorizedParticipantFileNo,8-12987,S000071770
11042,authorizedParticipantCrdNo,000000877,S000071770
11043,authorizedParticipantLei,549300CSX55MXZ47EI78,S000071770
11044,authorizedParticipantPurchaseValue,0.00000000,S000071770
11045,authorizedParticipantRedeemValue,0.00000000,S000071770
11046,authorizedParticipantName,"RBC Capital Markets, LLC",S000071770
11047,authorizedParticipantFileNo,8-45411,S000071770
11048,authorizedParticipantCrdNo,000031194,S000071770
11049,authorizedParticipantLei,549300LCO2FLSSVFFR64,S000071770
11050,authorizedParticipantPurchaseValue,0.00000000,S000071770
11051,authorizedParticipantRedeemValue,0.00000000,S000071770
11052,authorizedParticipantName,BNP Paribas Securities Corp.,S000071770
11053,authorizedParticipantFileNo,8-32682,S000071770
11054,authorizedParticipantCrdNo,000015794,S000071770
11055,authorizedParticipantLei,RCNB6OTYUAMMP879YW96,S000071770
11056,authorizedParticipantPurchaseValue,0.00000000,S000071770
11057,authorizedParticipantRedeemValue,0.00000000,S000071770
11058,authorizedParticipantName,Scotia Capital (USA) Inc.,S000071770
11059,authorizedParticipantFileNo,8-3716,S000071770
11060,authorizedParticipantCrdNo,000002739,S000071770
11061,authorizedParticipantLei,549300BLWPABP1VNME36,S000071770
11062,authorizedParticipantPurchaseValue,0.00000000,S000071770
11063,authorizedParticipantRedeemValue,0.00000000,S000071770
11064,authorizedParticipantName,Goldman Sachs & Co. LLC,S000071770
11065,authorizedParticipantFileNo,8-129,S000071770
11066,authorizedParticipantCrdNo,000000361,S000071770
11067,authorizedParticipantLei,FOR8UP27PHTHYVLBNG30,S000071770
11068,authorizedParticipantPurchaseValue,4168739608.40000000,S000071770
11069,authorizedParticipantRedeemValue,231056983.20000000,S000071770
11070,authorizedParticipantName,BMO Capital Markets Corp.,S000071770
11071,authorizedParticipantFileNo,8-34344,S000071770
11072,authorizedParticipantCrdNo,000016686,S000071770
11073,authorizedParticipantLei,RUC0QBLBRPRCU4W1NE59,S000071770
11074,authorizedParticipantPurchaseValue,0.00000000,S000071770
11075,authorizedParticipantRedeemValue,0.00000000,S000071770
11076,authorizedParticipantName,TD Prime Services LLC,S000071770
11077,authorizedParticipantFileNo,8-000,S000071770
11078,authorizedParticipantCrdNo,,S000071770
11079,authorizedParticipantLei,549300ZBQI1JB1844X09,S000071770
11080,authorizedParticipantPurchaseValue,0.00000000,S000071770
11081,authorizedParticipantRedeemValue,0.00000000,S000071770
11082,authorizedParticipantName,Cantor Fitzgerald & Co.,S000071770
11083,authorizedParticipantFileNo,8-201,S000071770
11084,authorizedParticipantCrdNo,000000134,S000071770
11085,authorizedParticipantLei,5493004J7H4GCPG6OB62,S000071770
11086,authorizedParticipantPurchaseValue,0.00000000,S000071770
11087,authorizedParticipantRedeemValue,0.00000000,S000071770
11088,authorizedParticipantName,"ITAU BBA USA Securities, Inc.",S000071770
11089,authorizedParticipantFileNo,8-53702,S000071770
11090,authorizedParticipantCrdNo,000118817,S000071770
11091,authorizedParticipantLei,5493008E85XK12EKYI22,S000071770
11092,authorizedParticipantPurchaseValue,0.00000000,S000071770
11093,authorizedParticipantRedeemValue,0.00000000,S000071770
11094,authorizedParticipantName,Citadel Securities LLC,S000071770
11095,authorizedParticipantFileNo,8-53574,S000071770
11096,authorizedParticipantCrdNo,000116797,S000071770
11097,authorizedParticipantLei,12UUJYTN7D3SW8KCSG25,S000071770
11098,authorizedParticipantPurchaseValue,0.00000000,S000071770
11099,authorizedParticipantRedeemValue,0.00000000,S000071770
11100,authorizedParticipantName,"Jane Street Capital, LLC",S000071770
11101,authorizedParticipantFileNo,8-52275,S000071770
11102,authorizedParticipantCrdNo,000103782,S000071770
11103,authorizedParticipantLei,549300ZM16HMPEPNV857,S000071770
11104,authorizedParticipantPurchaseValue,0.00000000,S000071770
11105,authorizedParticipantRedeemValue,0.00000000,S000071770
11106,authorizedParticipantName,Interactive Brokers LLC,S000071770
11107,authorizedParticipantFileNo,8-47257,S000071770
11108,authorizedParticipantCrdNo,000036418,S000071770
11109,authorizedParticipantLei,50OBSE5T5521O6SMZR28,S000071770
11110,authorizedParticipantPurchaseValue,0.00000000,S000071770
11111,authorizedParticipantRedeemValue,0.00000000,S000071770
11112,authorizedParticipantName,Jefferies LLC,S000071770
11113,authorizedParticipantFileNo,8-15074,S000071770
11114,authorizedParticipantCrdNo,000002347,S000071770
11115,authorizedParticipantLei,58PU97L1C0WSRCWADL48,S000071770
11116,authorizedParticipantPurchaseValue,39709303.20000000,S000071770
11117,authorizedParticipantRedeemValue,0.00000000,S000071770
11118,authorizedParticipantName,"SG Americas Securities, LLC",S000071770
11119,authorizedParticipantFileNo,8-66125,S000071770
11120,authorizedParticipantCrdNo,000128351,S000071770
11121,authorizedParticipantLei,549300F35UE0BOM1WJ55,S000071770
11122,authorizedParticipantPurchaseValue,0.00000000,S000071770
11123,authorizedParticipantRedeemValue,0.00000000,S000071770
11124,authorizedParticipantName,"BofA Securities, Inc.",S000071770
11125,authorizedParticipantFileNo,8-69787,S000071770
11126,authorizedParticipantCrdNo,000283942,S000071770
11127,authorizedParticipantLei,549300HN4UKV1E2R3U73,S000071770
11128,authorizedParticipantPurchaseValue,0.00000000,S000071770
11129,authorizedParticipantRedeemValue,0.00000000,S000071770
11130,authorizedParticipantName,CIBC World Markets Corp.,S000071770
11131,authorizedParticipantFileNo,8-18333,S000071770
11132,authorizedParticipantCrdNo,000000630,S000071770
11133,authorizedParticipantLei,549300445CON3DBMU275,S000071770
11134,authorizedParticipantPurchaseValue,0.00000000,S000071770
11135,authorizedParticipantRedeemValue,0.00000000,S000071770
11136,authorizedParticipantName,UBS Securities LLC,S000071770
11137,authorizedParticipantFileNo,8-22651,S000071770
11138,authorizedParticipantCrdNo,000007654,S000071770
11139,authorizedParticipantLei,T6FIZBDPKLYJKFCRVK44,S000071770
11140,authorizedParticipantPurchaseValue,0.00000000,S000071770
11141,authorizedParticipantRedeemValue,0.00000000,S000071770
11142,authorizedParticipantName,"BNP Paribas Prime Brokerage, Inc.",S000071770
11143,authorizedParticipantFileNo,8-40490,S000071770
11144,authorizedParticipantCrdNo,000024962,S000071770
11145,authorizedParticipantLei,7VHWWWW4UJS7NUM3PT30,S000071770
11146,authorizedParticipantPurchaseValue,0.00000000,S000071770
11147,authorizedParticipantRedeemValue,0.00000000,S000071770
11148,authorizedParticipantName,Morgan Stanley & Co. LLC,S000071770
11149,authorizedParticipantFileNo,8-15869,S000071770
11150,authorizedParticipantCrdNo,000008209,S000071770
11151,authorizedParticipantLei,9R7GPTSO7KV3UQJZQ078,S000071770
11152,authorizedParticipantPurchaseValue,0.00000000,S000071770
11153,authorizedParticipantRedeemValue,0.00000000,S000071770
11154,authorizedParticipantName,"State Street Global Advisors Funds Distributors, LLC",S000071770
11155,authorizedParticipantFileNo,8-44744,S000071770
11156,authorizedParticipantCrdNo,000030107,S000071770
11157,authorizedParticipantLei,54ZMQ1M7YQYKOZC8E043,S000071770
11158,authorizedParticipantPurchaseValue,0.00000000,S000071770
11159,authorizedParticipantRedeemValue,0.00000000,S000071770
11160,authorizedParticipantName,Credit Suisse Securities (USA) LLC,S000071770
11161,authorizedParticipantFileNo,8-422,S000071770
11162,authorizedParticipantCrdNo,000000816,S000071770
11163,authorizedParticipantLei,1V8Y6QCX6YMJ2OELII46,S000071770
11164,authorizedParticipantPurchaseValue,0.00000000,S000071770
11165,authorizedParticipantRedeemValue,0.00000000,S000071770
11166,authorizedParticipantName,HRT Financial LP,S000071770
11167,authorizedParticipantFileNo,8-68430,S000071770
11168,authorizedParticipantCrdNo,000152144,S000071770
11169,authorizedParticipantLei,21380037YFKONTT23854,S000071770
11170,authorizedParticipantPurchaseValue,0.00000000,S000071770
11171,authorizedParticipantRedeemValue,0.00000000,S000071770
11172,authorizedParticipantName,"Wells Fargo Securities, LLC",S000071770
11173,authorizedParticipantFileNo,8-65876,S000071770
11174,authorizedParticipantCrdNo,000126292,S000071770
11175,authorizedParticipantLei,VYVVCKR63DVZZN70PB21,S000071770
11176,authorizedParticipantPurchaseValue,0.00000000,S000071770
11177,authorizedParticipantRedeemValue,0.00000000,S000071770
11178,authorizedParticipantName,"Nomura Securities International, Inc.",S000071770
11179,authorizedParticipantFileNo,8-15255,S000071770
11180,authorizedParticipantCrdNo,000004297,S000071770
11181,authorizedParticipantLei,OXTKY6Q8X53C9ILVV871,S000071770
11182,authorizedParticipantPurchaseValue,0.00000000,S000071770
11183,authorizedParticipantRedeemValue,0.00000000,S000071770
11184,authorizedParticipantName,Citigroup Global Markets Inc.,S000071770
11185,authorizedParticipantFileNo,8-8177,S000071770
11186,authorizedParticipantCrdNo,000007059,S000071770
11187,authorizedParticipantLei,MBNUM2BPBDO7JBLYG310,S000071770
11188,authorizedParticipantPurchaseValue,0.00000000,S000071770
11189,authorizedParticipantRedeemValue,0.00000000,S000071770
11190,authorizedParticipantName,Deutsche Bank Securities Inc.,S000071770
11191,authorizedParticipantFileNo,8-17822,S000071770
11192,authorizedParticipantCrdNo,000002525,S000071770
11193,authorizedParticipantLei,9J6MBOOO7BECTDTUZW19,S000071770
11194,authorizedParticipantPurchaseValue,0.00000000,S000071770
11195,authorizedParticipantRedeemValue,0.00000000,S000071770
11196,authorizedParticipantName,"BNY Mellon Capital Markets, LLC",S000071770
11197,authorizedParticipantFileNo,8-35255,S000071770
11198,authorizedParticipantCrdNo,000017454,S000071770
11199,authorizedParticipantLei,VJW2DOOHGDT6PR0ZRO63,S000071770
11200,authorizedParticipantPurchaseValue,0.00000000,S000071770
11201,authorizedParticipantRedeemValue,0.00000000,S000071770
11202,authorizedParticipantName,Mizuho Securities USA LLC,S000071770
11203,authorizedParticipantFileNo,8-37710,S000071770
11204,authorizedParticipantCrdNo,000019647,S000071770
11205,authorizedParticipantLei,7TK5RJIZDFROZCA6XF66,S000071770
11206,authorizedParticipantPurchaseValue,0.00000000,S000071770
11207,authorizedParticipantRedeemValue,0.00000000,S000071770
11208,authorizedParticipantName,J.P. Morgan Securities LLC/JPMC,S000071770
11209,authorizedParticipantFileNo,8-35008,S000071770
11210,authorizedParticipantCrdNo,000000079,S000071770
11211,authorizedParticipantLei,ZBUT11V806EZRVTWT807,S000071770
11212,authorizedParticipantPurchaseValue,10774067398.50000000,S000071770
11213,authorizedParticipantRedeemValue,8716998422.50000000,S000071770
11214,authorizedParticipantName,Pershing LLC,S000071770
11215,authorizedParticipantFileNo,8-17574,S000071770
11216,authorizedParticipantCrdNo,000007560,S000071770
11217,authorizedParticipantLei,ZI8Q1A8EI8LQFJNM0D94,S000071770
11218,authorizedParticipantPurchaseValue,0.00000000,S000071770
11219,authorizedParticipantRedeemValue,0.00000000,S000071770
11220,isCollateralRequired,Y,S000071770
11221,creationUnitNumOfShares,100000.00000000,S000071770
11222,averagePercentagePurchased,27.47471204,S000071770
11223,standardDeviationPurchased,2.54587599,S000071770
11224,creationUnitPurchasedInKind,72.52528795,S000071770
11225,creationUnitPurchasedSDInKind,2.54587599,S000071770
11226,averagePercentageRedeemed,27.71500000,S000071770
11227,percentSDRedeemed,1.24804206,S000071770
11228,creationUnitPercentageRedeemedInKind,72.28500000,S000071770
11229,creationUnitSDRedeemedInKind,1.24804206,S000071770
11230,creationUnitTransactionFeePerUnit,0.00000000,S000071770
11231,creationUnitTransactionFeeManyUnits,500.00000000,S000071770
11232,creationUnitTransactionFeePercentagePerUnit,0.01317112,S000071770
11233,creationUnitTransactionFeeCashPerUnit,0.00000000,S000071770
11234,creationUnitTransactionFeeCashManyUnits,500.00000000,S000071770
11235,creationUnitTransactionFeeCashPercentagePerUnit,0.04794280,S000071770
11236,purchaseCreationUnitDollarPerUnit,0.00000000,S000071770
11237,purchaseCreationUnitDollarPerMoreUnits,500.00000000,S000071770
11238,purchaseCreationUnitDollarPercentagePerUnit,0.00282859,S000071770
11239,purchaseCreationUnitCashPerUnit,0.00000000,S000071770
11240,purchaseCreationUnitCashPerMoreUnits,500.00000000,S000071770
11241,purchaseCreationUnitCashPercentagePerUnit,0.01023788,S000071770
11242,isInKindETF,N,S000071770
11243,fundName,iShares USD Bond Factor ETF,S000071770
11244,etfSeriesId,S000073477,S000071770
11245,fundExchange,XNAS,S000071770
11246,fundsTickerSymbol,USBF,S000071770
11247,authorizedParticipantName,"BNP Paribas Prime Brokerage, Inc.",S000071770
11248,authorizedParticipantFileNo,8-40490,S000071770
11249,authorizedParticipantCrdNo,000024962,S000071770
11250,authorizedParticipantLei,7VHWWWW4UJS7NUM3PT30,S000071770
11251,authorizedParticipantPurchaseValue,0.00000000,S000071770
11252,authorizedParticipantRedeemValue,0.00000000,S000071770
11253,authorizedParticipantName,Mirae Asset Securities (USA) Inc.,S000071770
11254,authorizedParticipantFileNo,8-45034,S000071770
11255,authorizedParticipantCrdNo,000030679,S000071770
11256,authorizedParticipantLei,25490087B4GFZLJZE912,S000071770
11257,authorizedParticipantPurchaseValue,0.00000000,S000071770
11258,authorizedParticipantRedeemValue,0.00000000,S000071770
11259,authorizedParticipantName,BNP Paribas Securities Corp.,S000071770
11260,authorizedParticipantFileNo,8-32682,S000071770
11261,authorizedParticipantCrdNo,000015794,S000071770
11262,authorizedParticipantLei,RCNB6OTYUAMMP879YW96,S000071770
11263,authorizedParticipantPurchaseValue,0.00000000,S000071770
11264,authorizedParticipantRedeemValue,0.00000000,S000071770
11265,authorizedParticipantName,"BNY Mellon Capital Markets, LLC",S000071770
11266,authorizedParticipantFileNo,8-35255,S000071770
11267,authorizedParticipantCrdNo,000017454,S000071770
11268,authorizedParticipantLei,VJW2DOOHGDT6PR0ZRO63,S000071770
11269,authorizedParticipantPurchaseValue,0.00000000,S000071770
11270,authorizedParticipantRedeemValue,0.00000000,S000071770
11271,authorizedParticipantName,Natixis Securities Americas LLC,S000071770
11272,authorizedParticipantFileNo,8-719,S000071770
11273,authorizedParticipantCrdNo,000001101,S000071770
11274,authorizedParticipantLei,549300L8G1E7ZHVEOG75,S000071770
11275,authorizedParticipantPurchaseValue,0.00000000,S000071770
11276,authorizedParticipantRedeemValue,0.00000000,S000071770
11277,authorizedParticipantName,"Jane Street Capital, LLC",S000071770
11278,authorizedParticipantFileNo,8-52275,S000071770
11279,authorizedParticipantCrdNo,000103782,S000071770
11280,authorizedParticipantLei,549300ZM16HMPEPNV857,S000071770
11281,authorizedParticipantPurchaseValue,0.00000000,S000071770
11282,authorizedParticipantRedeemValue,0.00000000,S000071770
11283,authorizedParticipantName,Barclays Capital Inc.,S000071770
11284,authorizedParticipantFileNo,8-41342,S000071770
11285,authorizedParticipantCrdNo,000019714,S000071770
11286,authorizedParticipantLei,AC28XWWI3WIBK2824319,S000071770
11287,authorizedParticipantPurchaseValue,0.00000000,S000071770
11288,authorizedParticipantRedeemValue,0.00000000,S000071770
11289,authorizedParticipantName,Pershing LLC,S000071770
11290,authorizedParticipantFileNo,8-17574,S000071770
11291,authorizedParticipantCrdNo,000007560,S000071770
11292,authorizedParticipantLei,ZI8Q1A8EI8LQFJNM0D94,S000071770
11293,authorizedParticipantPurchaseValue,0.00000000,S000071770
11294,authorizedParticipantRedeemValue,0.00000000,S000071770
11295,authorizedParticipantName,TD Prime Services LLC,S000071770
11296,authorizedParticipantFileNo,8-000,S000071770
11297,authorizedParticipantCrdNo,,S000071770
11298,authorizedParticipantLei,549300ZBQI1JB1844X09,S000071770
11299,authorizedParticipantPurchaseValue,0.00000000,S000071770
11300,authorizedParticipantRedeemValue,0.00000000,S000071770
11301,authorizedParticipantName,Goldman Sachs & Co. LLC,S000071770
11302,authorizedParticipantFileNo,8-129,S000071770
11303,authorizedParticipantCrdNo,000000361,S000071770
11304,authorizedParticipantLei,FOR8UP27PHTHYVLBNG30,S000071770
11305,authorizedParticipantPurchaseValue,0.00000000,S000071770
11306,authorizedParticipantRedeemValue,0.00000000,S000071770
11307,authorizedParticipantName,Citigroup Global Markets Inc.,S000071770
11308,authorizedParticipantFileNo,8-8177,S000071770
11309,authorizedParticipantCrdNo,000007059,S000071770
11310,authorizedParticipantLei,MBNUM2BPBDO7JBLYG310,S000071770
11311,authorizedParticipantPurchaseValue,0.00000000,S000071770
11312,authorizedParticipantRedeemValue,0.00000000,S000071770
11313,authorizedParticipantName,Wedbush Securities Inc.,S000071770
11314,authorizedParticipantFileNo,8-12987,S000071770
11315,authorizedParticipantCrdNo,000000877,S000071770
11316,authorizedParticipantLei,549300CSX55MXZ47EI78,S000071770
11317,authorizedParticipantPurchaseValue,0.00000000,S000071770
11318,authorizedParticipantRedeemValue,0.00000000,S000071770
11319,authorizedParticipantName,CIBC World Markets Corp.,S000071770
11320,authorizedParticipantFileNo,8-18333,S000071770
11321,authorizedParticipantCrdNo,000000630,S000071770
11322,authorizedParticipantLei,549300445CON3DBMU275,S000071770
11323,authorizedParticipantPurchaseValue,0.00000000,S000071770
11324,authorizedParticipantRedeemValue,0.00000000,S000071770
11325,authorizedParticipantName,J.P. Morgan Securities LLC/JPMC,S000071770
11326,authorizedParticipantFileNo,8-35008,S000071770
11327,authorizedParticipantCrdNo,000000079,S000071770
11328,authorizedParticipantLei,ZBUT11V806EZRVTWT807,S000071770
11329,authorizedParticipantPurchaseValue,0.00000000,S000071770
11330,authorizedParticipantRedeemValue,4233827.00000000,S000071770
11331,authorizedParticipantName,Scotia Capital (USA) Inc.,S000071770
11332,authorizedParticipantFileNo,8-3716,S000071770
11333,authorizedParticipantCrdNo,000002739,S000071770
11334,authorizedParticipantLei,549300BLWPABP1VNME36,S000071770
11335,authorizedParticipantPurchaseValue,0.00000000,S000071770
11336,authorizedParticipantRedeemValue,0.00000000,S000071770
11337,authorizedParticipantName,HSBC Securities (USA) Inc.,S000071770
11338,authorizedParticipantFileNo,8-41562,S000071770
11339,authorizedParticipantCrdNo,000019585,S000071770
11340,authorizedParticipantLei,CYYGQCGNHMHPSMRL3R97,S000071770
11341,authorizedParticipantPurchaseValue,0.00000000,S000071770
11342,authorizedParticipantRedeemValue,0.00000000,S000071770
11343,authorizedParticipantName,"State Street Global Advisors Funds Distributors, LLC",S000071770
11344,authorizedParticipantFileNo,8-44744,S000071770
11345,authorizedParticipantCrdNo,000030107,S000071770
11346,authorizedParticipantLei,54ZMQ1M7YQYKOZC8E043,S000071770
11347,authorizedParticipantPurchaseValue,0.00000000,S000071770
11348,authorizedParticipantRedeemValue,0.00000000,S000071770
11349,authorizedParticipantName,Virtu Americas LLC,S000071770
11350,authorizedParticipantFileNo,8-68193,S000071770
11351,authorizedParticipantCrdNo,000149823,S000071770
11352,authorizedParticipantLei,549300RA02N3BNSWBV74,S000071770
11353,authorizedParticipantPurchaseValue,0.00000000,S000071770
11354,authorizedParticipantRedeemValue,0.00000000,S000071770
11355,authorizedParticipantName,Interactive Brokers LLC,S000071770
11356,authorizedParticipantFileNo,8-47257,S000071770
11357,authorizedParticipantCrdNo,000036418,S000071770
11358,authorizedParticipantLei,50OBSE5T5521O6SMZR28,S000071770
11359,authorizedParticipantPurchaseValue,0.00000000,S000071770
11360,authorizedParticipantRedeemValue,0.00000000,S000071770
11361,authorizedParticipantName,Jefferies LLC,S000071770
11362,authorizedParticipantFileNo,8-15074,S000071770
11363,authorizedParticipantCrdNo,000002347,S000071770
11364,authorizedParticipantLei,58PU97L1C0WSRCWADL48,S000071770
11365,authorizedParticipantPurchaseValue,0.00000000,S000071770
11366,authorizedParticipantRedeemValue,0.00000000,S000071770
11367,authorizedParticipantName,Cantor Fitzgerald & Co.,S000071770
11368,authorizedParticipantFileNo,8-201,S000071770
11369,authorizedParticipantCrdNo,000000134,S000071770
11370,authorizedParticipantLei,5493004J7H4GCPG6OB62,S000071770
11371,authorizedParticipantPurchaseValue,0.00000000,S000071770
11372,authorizedParticipantRedeemValue,0.00000000,S000071770
11373,authorizedParticipantName,J.P. Morgan Securities LLC,S000071770
11374,authorizedParticipantFileNo,8-35008,S000071770
11375,authorizedParticipantCrdNo,000000079,S000071770
11376,authorizedParticipantLei,ZBUT11V806EZRVTWT807,S000071770
11377,authorizedParticipantPurchaseValue,0.00000000,S000071770
11378,authorizedParticipantRedeemValue,0.00000000,S000071770
11379,authorizedParticipantName,"BofA Securities, Inc.",S000071770
11380,authorizedParticipantFileNo,8-69787,S000071770
11381,authorizedParticipantCrdNo,000283942,S000071770
11382,authorizedParticipantLei,549300HN4UKV1E2R3U73,S000071770
11383,authorizedParticipantPurchaseValue,0.00000000,S000071770
11384,authorizedParticipantRedeemValue,0.00000000,S000071770
11385,authorizedParticipantName,UBS Securities LLC,S000071770
11386,authorizedParticipantFileNo,8-22651,S000071770
11387,authorizedParticipantCrdNo,000007654,S000071770
11388,authorizedParticipantLei,T6FIZBDPKLYJKFCRVK44,S000071770
11389,authorizedParticipantPurchaseValue,0.00000000,S000071770
11390,authorizedParticipantRedeemValue,0.00000000,S000071770
11391,authorizedParticipantName,Morgan Stanley & Co. LLC,S000071770
11392,authorizedParticipantFileNo,8-15869,S000071770
11393,authorizedParticipantCrdNo,000008209,S000071770
11394,authorizedParticipantLei,9R7GPTSO7KV3UQJZQ078,S000071770
11395,authorizedParticipantPurchaseValue,0.00000000,S000071770
11396,authorizedParticipantRedeemValue,0.00000000,S000071770
11397,authorizedParticipantName,"ITAU BBA USA Securities, Inc.",S000071770
11398,authorizedParticipantFileNo,8-53702,S000071770
11399,authorizedParticipantCrdNo,000118817,S000071770
11400,authorizedParticipantLei,5493008E85XK12EKYI22,S000071770
11401,authorizedParticipantPurchaseValue,0.00000000,S000071770
11402,authorizedParticipantRedeemValue,0.00000000,S000071770
11403,authorizedParticipantName,Mizuho Securities USA LLC,S000071770
11404,authorizedParticipantFileNo,8-37710,S000071770
11405,authorizedParticipantCrdNo,000019647,S000071770
11406,authorizedParticipantLei,7TK5RJIZDFROZCA6XF66,S000071770
11407,authorizedParticipantPurchaseValue,0.00000000,S000071770
11408,authorizedParticipantRedeemValue,0.00000000,S000071770
11409,authorizedParticipantName,"RBC Capital Markets, LLC",S000071770
11410,authorizedParticipantFileNo,8-45411,S000071770
11411,authorizedParticipantCrdNo,000031194,S000071770
11412,authorizedParticipantLei,549300LCO2FLSSVFFR64,S000071770
11413,authorizedParticipantPurchaseValue,0.00000000,S000071770
11414,authorizedParticipantRedeemValue,0.00000000,S000071770
11415,authorizedParticipantName,HRT Financial LP,S000071770
11416,authorizedParticipantFileNo,8-68430,S000071770
